Linux 5.10.0-5-cloud-amd64 (lke25796-34929-608e7c36c730) 	05/24/21 	_x86_64_	(1 CPU)

00:00:02    kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
00:05:01       180640   1852344     91.11     86208    918720   3115100    153.23    606236    788616        60
00:15:01       182440   1850544     91.03     86208    918900   3112432    153.10    606272    787536        52
00:25:01       180284   1852700     91.13     86208    919076   3115100    153.23    606296    788904        60
00:35:01       182076   1850908     91.04     86208    919276   3112432    153.10    606300    787884        52
00:45:01       180440   1852544     91.12     86208    919460   3115100    153.23    606312    789300        64
00:55:01       180152   1852832     91.14     86208    919636   3114920    153.22    606316    789108        60
01:05:01       190984   1842000     90.61     86208    910068   3112432    153.10    606312    778664        60
01:15:01       190956   1842028     90.61     86208    910240   3112432    153.10    606316    778832        56
01:25:01       190832   1842152     90.61     86208    910396   3112432    153.10    606316    778988        52
01:35:01       190804   1842180     90.61     86208    910564   3112432    153.10    606316    779156        44
01:45:01       190476   1842508     90.63     86208    910704   3112432    153.10    606320    779292        48
01:55:01       190432   1842552     90.63     86208    910852   3112432    153.10    606320    779444        64
02:05:01       188788   1844196     90.71     86208    910996   3114920    153.22    606328    780444        56
02:15:01       188752   1844232     90.72     86208    911148   3115100    153.23    606324    780980        56
02:25:01       187864   1845120     90.76     86208    911300   3116164    153.28    606328    781564        76
02:35:01       188340   1844644     90.74     86208    911456   3114920    153.22    606340    780936        52
02:45:01       189628   1843356     90.67     86208    911616   3112432    153.10    606352    780176        68
02:55:01       189536   1843448     90.68     86208    911772   3112432    153.10    606372    780328        68
03:05:01       187940   1845044     90.76     86208    911948   3115100    153.23    606400    781720        60
03:15:01       189164   1843820     90.70     86208    912128   3112432    153.10    606432    780612        60
03:25:01       188868   1844116     90.71     86208    912284   3112432    153.10    606456    780744        24
03:35:01       186672   1846312     90.82     86208    912452   3116164    153.28    606468    782560        60
03:45:01       188496   1844488     90.73     86208    912632   3112432    153.10    606464    781128        52
03:55:01       187128   1845856     90.80     86208    912832   3115100    153.23    606468    782536        60
04:05:01       188220   1844764     90.74     86208    913040   3112432    153.10    606464    781492        64
04:15:01       185960   1847024     90.85     86208    913232   3116164    153.28    606472    783352        68
04:25:01       184268   1848716     90.94     86208    913428   3118000    153.37    606472    784440        76
04:35:01       187708   1845276     90.77     86208    913624   3112432    153.10    606468    782100        60
04:45:01       187380   1845604     90.78     86208    913828   3112432    153.10    606464    782312        76
04:55:01       183932   1849052     90.95     86208    914060   3117588    153.35    606472    784616        68
05:05:01       185464   1847520     90.88     86208    914252   3115100    153.23    606468    783936        76
05:15:01       198956   1834028     90.21     85660    904208   3112432    153.10    543540    834560         8
05:25:01       198556   1834428     90.23     85660    904368   3112432    153.10    543548    834744        68
05:35:01       197172   1835812     90.30     85660    904520   3115100    153.23    543564    836132        44
05:45:01       195308   1837676     90.39     85660    904700   3117588    153.35    543576    837164        64
05:55:01       198180   1834804     90.25     85660    904948   3112432    153.10    543592    835280        60
06:05:01       196308   1836676     90.34     85660    905108   3115100    153.23    543628    836628        36
06:15:01       197848   1835136     90.27     85660    905272   3112432    153.10    543680    835536        44
06:25:01       196748   1836236     90.32     85772    905480   3114320    153.19    595492    784560        72
06:35:01       195484   1837500     90.38     85772    907456   3112432    153.10    596712    784836        60
06:45:01       195156   1837828     90.40     85772    907600   3112432    153.10    596832    784832        28
06:55:01       195136   1837848     90.40     85772    907760   3112432    153.10    596840    784964        60
07:05:01       194824   1838160     90.42     85772    907888   3112432    153.10    596840    785096        36
07:15:01       194992   1837992     90.41     85772    907996   3112432    153.10    596840    785204        52
07:25:01       194656   1838328     90.43     85772    908132   3112432    153.10    596840    785340        52
07:35:01       194612   1838372     90.43     85772    908248   3112432    153.10    596840    785472        40
07:45:01       194520   1838464     90.43     85772    908360   3112432    153.10    596840    785604        44
07:55:02       192648   1840336     90.52     85772    908504   3115332    153.24    596868    787036        60
08:05:01       192840   1840144     90.51     85772    908644   3115100    153.23    596880    787028        68
08:15:01       191156   1841828     90.60     85772    908864   3117588    153.35    596924    788080        56
08:25:01       193752   1839232     90.47     85772    909092   3112432    153.10    596920    786220        64
08:35:01       191612   1841372     90.57     85772    909308   3115100    153.23    596960    787628        72
08:45:01       193428   1839556     90.49     85772    909532   3112432    153.10    596956    786624        40
08:55:01       193148   1839836     90.50     85772    909624   3112432    153.10    596968    786704        64
09:05:01       193072   1839912     90.50     85772    909736   3112432    153.10    597032    786752        52
09:15:01       192980   1840004     90.51     85772    909832   3112432    153.10    597072    786808        48
09:25:01       192944   1840040     90.51     85772    909916   3112432    153.10    597160    786804        40
09:35:01       191040   1841944     90.60     85772    910056   3115100    153.23    597240    788088        44
09:45:01       192368   1840616     90.54     85772    910232   3112432    153.10    597268    787012        28
09:55:01       192512   1840472     90.53     85772    910320   3112432    153.10    597268    787100        44
10:05:01       192468   1840516     90.53     85772    910424   3112432    153.10    597268    787204        52
10:15:01       192368   1840616     90.54     85772    910520   3112432    153.10    597268    787300        52
10:25:01       192048   1840936     90.55     85772    910636   3112432    153.10    597268    787424        56
10:35:01       192012   1840972     90.56     85772    910784   3112432    153.10    597272    787568        60
10:45:01       191748   1841236     90.57     85772    910904   3112432    153.10    597284    787676        84
10:55:01       191648   1841336     90.57     85772    911024   3112432    153.10    597304    787776        40
11:05:01       191596   1841388     90.58     85804    911280   3112432    153.10    597420    787952        36
11:15:01       191308   1841676     90.59     85804    911388   3112432    153.10    597432    788064        40
11:25:01       191208   1841776     90.59     85804    911504   3112432    153.10    597440    788156        36
11:35:01       191180   1841804     90.60     85804    911636   3112432    153.10    597444    788284        68
11:45:01       190836   1842148     90.61     85804    911756   3112432    153.10    597448    788400        56
11:55:01       187576   1845408     90.77     85804    911888   3117768    153.36    597476    790968        44
12:05:01       189408   1843576     90.68     85804    912028   3115100    153.23    597548    789788        44
